part_place,part_name,house_type,house_big,floor,house_direct,house_sale_money,house_price,house_age,house_sale_time
龙华新区 龙华中心,青年城邦园,1室1厅,41,低楼层,东南,200,48780,未知,2016.02
宝安 新安,湖景居,2室2厅,86,中楼层,西北,445,51744,2007,2016.02
福田 华强南,京基御景华城,2室1厅,62,中楼层,西南,353,56935,2005,2016.02
罗湖 百仕达,百仕达花园二期,2室2厅,72,低楼层,东,426.8,59277,1999,2016.02
罗湖 翠竹,怡泰大厦,2室1厅,68,中楼层,东南,328,48235,未知,2016.02
罗湖 笋岗,嘉宝田花园,2室1厅,68,低楼层,东,390,57352,2002,2016.02
龙岗 横岗,名门世家,3室1厅,123,中楼层,南,330,26829,2003,2016.02
福田 华强南,京基御景华城,2室1厅,62,中楼层,东南,345,55645,2005,2016.02
福田 福田保税区,帝涛豪园,3室1厅,119,高楼层,南,610,51260,2002,2016.02
龙华新区 清湖,龙华花半里花园,3室2厅,86,中楼层,东南,342,39767,2012,2016.02
罗湖 布心,碧岭华庭,2室1厅,66,中楼层,北,315,47727,2002,2016.02
罗湖 春风路,国际名园,1室1厅,46,中楼层,东北,188,40869,2004,2016.02
龙华新区 深圳北站,锦绣江南三期,2室2厅,77,高楼层,南,350,45454,未知,2016.02
龙岗 坂田,万科城,3室2厅,89,中楼层,南,490,55056,2004,2016.02
南山 蛇口,海韵嘉园,2室2厅,78,高楼层,南,580,74358,2005,2016.02
宝安 西乡,嘉华花园东区,2室1厅,70,中楼层,东,266.6,38085,1996,2016.02
宝安 西乡,鸿隆广场,2室2厅,48,中楼层,西北,260,54166,2005,2016.02
龙岗 布吉,怡康家园,2室1厅,51,高楼层,南,207,40588,2005,2016.02
宝安 西乡,鸿隆广场,2室1厅,48,中楼层,西北,250.8,52250,2005,2016.02
宝安 宝安中心,登科花园,2室2厅,76,低楼层,西北,340,44736,2001,2016.02
罗湖 清水河,龙园山庄,3室1厅,83,中楼层,东南,341,41084,2006,2016.02
龙岗 龙岗中心,缤纷世纪,2室1厅,57,中楼层,东南,150,26315,2010,2016.02
宝安 西乡,鸿隆广场,2室1厅,48,中楼层,东南,245,51041,2005,2016.02
福田 景田,景蜜村,3室2厅,87,中楼层,北,578,66436,1997,2016.02
福田 梅林,梅林一村九区,3室2厅,90,低楼层,南,542,60222,1999,2016.02
龙华新区 清湖,香缇雅苑,3室2厅,86,中楼层,西北,300,34883,2006,2016.02
宝安 西乡,金海华府,4室2厅,88,中楼层,东,546,62045,2008,2016.02
龙岗 横岗,振业城,3室2厅,159,中楼层,北,650,40880,未知,2016.02
福田 梅林,荔园阁,3室2厅,90,中楼层,北,500,55555,1999,2016.02
南山 南头,麒麟花园,1室1厅,47,高楼层,南,400,85106,未知,2016.02
龙岗 布吉,佳兆业可园六期,3室2厅,102,高楼层,南,453,44411,2005,2016.02
南山 南头,华昌大厦,2室1厅,80,高楼层,南,323.5,40437,未知,2016.02
宝安 西乡,兴达华府,2室2厅,69,低楼层,西,307,44492,2009,2016.02
龙岗 横岗,信义锦绣花园,2室1厅,48,高楼层,东,198,41250,2008,2016.02
宝安 宝安中心,广信花园,3室2厅,92,中楼层,东北,370,40217,2004,2016.02
罗湖 春风路,置地逸轩,2室1厅,59,中楼层,南,360,61016,2005,2016.02
福田 新洲,嘉洲富苑,2室1厅,41,中楼层,西,263,64146,2012,2016.02
福田 上下沙,花好园,1室1厅,38,高楼层,北,260,68421,2005,2016.02
罗湖 地王,和平广场,3室2厅,84,低楼层,西北,410,48809,未知,2016.02
宝安 新安,西城品阁,1室1厅,46,中楼层,东南,200,43478,未知,2016.02
宝安 新安,安华35区商住楼,3室1厅,80,低楼层,西南,233,29125,1991,2016.02
龙华新区 民治,潜龙花园,1室0厅,30,低楼层,西,115,38333,2000,2016.02
福田 八卦岭,鹏盛年华,1室1厅,39,低楼层,西南,204.2,52358,2002,2016.02
福田 皇岗,水畔紫云阁,2室2厅,53,高楼层,南,345,65094,未知,2016.02
福田 福田保税区,朗庭豪园,2室2厅,72,低楼层,北,345,47916,2000,2016.02
龙岗 布吉,吉星花园,3室1厅,80,中楼层,南,210,26250,1985,2016.02
福田 园岭,园中花园,3室2厅,107,中楼层,南,773.8,72317,1996,2016.02
龙岗 布吉,茵悦之生花园三期,2室2厅,69,中楼层,东,290,42028,2006,2016.02
宝安 新安,黄金大厦,1室1厅,48,低楼层,南,238,49583,2012,2016.02
龙岗 布吉,茂业城,2室1厅,53,低楼层,南,161,30377,1995,2016.02
龙岗 布吉,大世纪花园,2室2厅,58,中楼层,东南,226.5,39051,未知,2016.02
龙岗 布吉,万科红二期,2室2厅,72,高楼层,北,363,50416,2013,2016.02
福田 新洲,祥云天都世纪大厦,1室1厅,50,中楼层,北,266.6,53320,未知,2016.02
龙华新区 龙华中心,金碧世家,2室2厅,64,中楼层,南,240,37500,未知,2016.02
龙华新区 龙华中心,绿茵华庭,3室1厅,92,高楼层,东南,281,30543,2002,2016.02
罗湖 罗湖口岸,汇泰大厦,1室1厅,33,中楼层,北,153,46363,2008,2016.02
宝安 西乡,泰华阳光海小区,3室2厅,98,中楼层,东南,660,67346,2008,2016.02
龙岗 坂田,万科四季花城,2室2厅,81,中楼层,东 西,370,45679,2002,2016.02
南山 红树湾,中信红树湾南区,3室2厅,168,低楼层,西南,1540,91666,2006,2016.02
龙岗 布吉,汇福花园,2室1厅,51,高楼层,东,170,33333,1999,2016.02
龙华新区 深圳北站,书香门第上河坊,1室1厅,43,中楼层,西北,220,51162,2010,2016.02
龙岗 布吉,万科红三期,1室0厅,31,中楼层,西,125,40322,未知,2016.02
龙岗 龙岗中心,龙岗天健花园,3室2厅,109,中楼层,南,365.6,33541,2004,2016.02
龙华新区 民治,潜龙鑫茂花园B区,1室1厅,35,中楼层,南,193,55142,2006,2016.02
龙岗 布吉,龙威花园二期,2室1厅,59,高楼层,南,226,38305,2001,2016.02
龙岗 布吉,丽湖花园二期,3室1厅,45,高楼层,西北,138,30666,1997,2016.02
盐田 沙头角,瀚海翠庭,4室2厅,135,中楼层,南,586,43407,2003,2016.02
南山 西丽,郁金香家园,2室2厅,66,未知楼层,南,376.8,57090,2005,2016.02
龙华新区 民治,潜龙鑫茂花园B区,1室1厅,37,中楼层,西北,195,52702,2006,2016.02
宝安 西乡,翠景居,1室1厅,38,中楼层,东南,137.8,36263,2003,2016.02
福田 福田保税区,自由港湾公寓,1室0厅,27,低楼层,南,122.9,45518,2006,2016.02
福田 福田保税区,自由港湾公寓,1室0厅,27,低楼层,南,122.9,45518,2006,2016.02
宝安 新安,新安湖花园,1室1厅,52,高楼层,东北,256,49230,1993,2016.02
龙岗 布吉,大世纪水山缘,3室2厅,86,低楼层,南,310,36046,2004,2016.02
盐田 沙头角,桐林半山花园,1室1厅,45,中楼层,南,240,53333,2007,2016.02
龙岗 龙岗中心,缤纷世纪,2室1厅,53,中楼层,南,143,26981,2010,2016.02
龙华新区 深圳北站,世纪春城八号公寓,1室1厅,43,高楼层,南,187.8,43674,2006,2016.02
宝安 西乡,御龙居,3室2厅,124,高楼层,东南,520,41935,2004,2016.02
龙岗 布吉,龙园意境,4室2厅,89,低楼层,南,385,43258,2008,2016.02
龙岗 龙岗中心,风临国际东座,1室1厅,40,低楼层,东南,128,32000,2009,2016.02
罗湖 万象城,都市名园,2室1厅,48,高楼层,西南,230,47916,1990,2016.02
盐田 盐田港,花样年花港家园,1室1厅,43,中楼层,西南,141,32790,2007,2016.02
盐田 盐田港,金水湾御园,1室1厅,36,高楼层,西北,127,35277,2008,2016.02
福田 石厦,星座大厦,1室0厅,44,中楼层,西北,335,76136,2005,2016.02
龙岗 南联,和田小筑,2室1厅,57,中楼层,南,154.8,27157,2004,2016.02
龙岗 南联,锦城星苑,3室2厅,79,中楼层,西北,192,24303,2006,2016.02
福田 皇岗,庆典大厦,3室2厅,94,高楼层,西南,456,48510,1998,2016.02
龙岗 布吉,阳光花园,2室1厅,59,中楼层,南,218,36949,2003,2016.02
罗湖 布心,颖隆大厦,1室1厅,34,低楼层,东,115,33823,未知,2016.02
罗湖 百仕达,华达园公寓,1室0厅,28,低楼层,西北,105,37500,2005,2016.02
龙岗 横岗,丽晶中心,1室0厅,39,中楼层,北,85,21794,1998,2016.02
龙岗 龙岗中心,缤纷世纪,2室1厅,43,高楼层,东北,123,28604,2010,2016.02
龙华新区 深圳北站,城投七里香榭,3室2厅,98,中楼层,南,519,52959,2007,2016.02
南山 蛇口,伍兹公寓,4室2厅,175,高楼层,南,1680,96000,2012,2016.02
龙岗 布吉,信义假日名城五期A逸翠园,2室1厅,68,低楼层,东,300,44117,未知,2016.02
宝安 西乡,玉湖湾,3室2厅,88,低楼层,西南,578,65681,未知,2016.02
宝安 西乡,青春庭园,1室0厅,25,高楼层,东北,116.5,46600,2004,2016.02
南山 科技园,科技园五十八区,3室2厅,100,中楼层,南 北,725,72500,未知,2016.02
龙岗 布吉,大世纪水山缘,1室1厅,38,低楼层,西北,163,42894,2005,2016.02
龙岗 坂田,万科四季花城,2室2厅,63,高楼层,北,301,47777,2000,2016.02
罗湖 布心,大地花园,1室0厅,49,中楼层,西北,175,35714,1996,2016.02
宝安 宝安中心,海滨城广场,2室2厅,61,中楼层,西南,305,50000,2003,2016.02
龙岗 布吉,桂芳园六期,3室1厅,82,高楼层,西南,344.5,42012,2005,2016.02
龙岗 龙岗中心,绿景大公馆,2室1厅,68,中楼层,南,310,45588,2010,2016.02
福田 新洲,韵动家园,1室1厅,41,低楼层,西,220,53658,2005,2016.02
龙岗 布吉,茂业城,2室2厅,63,低楼层,西北,168.5,26746,1995,2016.02
龙岗 横岗,信义御城豪园,2室1厅,50,中楼层,东南,175,35000,2015,2016.02
南山 深圳湾,鸿威海怡湾,3室2厅,89,高楼层,东北,1000,112359,2011,2016.02
南山 西丽,欧陆经典,4室2厅,109,中楼层,南,606,55596,2005,2016.02
南山 前海,星海名城六期,4室2厅,163,低楼层,东南,1088,66748,1998,2016.02
南山 西丽,城市假日花园,5室2厅,111,高楼层,东,956,86126,2004,2016.02
龙华新区 民治,皓月花园,2室2厅,66,中楼层,北,297,45000,2004,2016.02
宝安 新安,白金酒店公寓,3室2厅,38,高楼层,东北,273.6,72000,2005,2016.02
龙岗 布吉,荣超花园,1室1厅,46,高楼层,西南,155,33695,2000,2016.02
龙岗 布吉,阳光翠园,2室1厅,60,中楼层,北,175,29166,2001,2016.02
宝安 西乡,白金假日公寓,2室1厅,42,高楼层,西南,252,60000,2006,2016.02
龙岗 南联,东方瑞景苑,1室0厅,32,中楼层,南,89,27812,2011,2016.02
盐田 沙头角,中信海滨花园,3室2厅,111,高楼层,西南,360,32432,1995,2016.02
宝安 宝安中心,泰华锦绣城,3室2厅,94,低楼层,东,407,43297,1999,2016.02
南山 白石洲,侨城馨苑,1室1厅,62,未知楼层,南,330,53225,2011,2016.02
龙华新区 大浪,可乐园,1室1厅,50,高楼层,西北,170,34000,2008,2016.02
龙岗 南联,锦城星苑,3室2厅,126,高楼层,东南,232,18412,2006,2016.02
龙岗 龙岗中心,中海塞纳时光,3室2厅,117,低楼层,西南,376,32136,2011,2016.02
龙岗 坂田,万科第五园三期,2室2厅,84,低楼层,南,411,48928,2008,2016.02
宝安 西乡,中信湾上六座,1室0厅,37,中楼层,东南,215,58108,2006,2016.02
宝安 新安,鸿景园,2室2厅,78,高楼层,东,428,54871,2005,2016.02
福田 八卦岭,鹏益花园,1室0厅,33,低楼层,南,147,44545,1998,2016.02
福田 莲花,长城盛世家园二期,3室2厅,87,高楼层,东南,630,72413,2004,2016.02
福田 上下沙,花好园,1室1厅,40,高楼层,北,265,66250,2005,2016.02
罗湖 百仕达,百仕达花园一期,2室2厅,76,低楼层,南,470,61842,1997,2016.02
宝安 西乡,翠景居,2室2厅,72,高楼层,东,295,40972,2009,2016.02
福田 香蜜湖,豪峰园,3室2厅,112,中楼层,北,836,74642,1999,2016.02
福田 石厦,高发佳苑,2室2厅,84,低楼层,南,405,48214,未知,2016.02
南山 白石洲,侨城豪苑,2室2厅,65,低楼层,北,365,56153,2003,2016.02
龙岗 布吉,德兴城花园,2室1厅,51,中楼层,东,125,24509,1999,2016.02
福田 福田中心,福华新村,2室2厅,72,低楼层,南,370,51388,1992,2016.02
龙华新区 坂田,春华四季园,4室2厅,141,低楼层,东北,690,48936,2006,2016.02
龙岗 布吉,信义荔山公馆,3室2厅,89,中楼层,北,455,51123,2009,2016.02
福田 皇岗,福泉花园,3室2厅,81,高楼层,西南,400,49382,1996,2016.02
南山 前海,雷圳碧榕湾,3室2厅,97,低楼层,南,695,71649,2005,2016.02
罗湖 春风路,国际名园,1室1厅,50,中楼层,东,229,45800,2004,2016.02
南山 后海,蔚蓝海岸2期,3室2厅,110,高楼层,东北,860,78181,2003,2016.02
龙岗 龙岗中心,中森双子座公馆,3室2厅,72,低楼层,南,378,52500,2012,2016.02
福田 皇岗,宝田苑,1室1厅,50,中楼层,西,274.8,54960,2001,2016.02
罗湖 春风路,置地逸轩,1室1厅,47,中楼层,北,252,53617,2004,2016.02
福田 石厦,益田村,4室2厅,120,高楼层,北,720,60000,2002,2016.02
福田 百花,百花公寓,3室2厅,109,中楼层,南,1125,103211,1993,2016.02
龙岗 布吉,荣超花园,3室2厅,89,低楼层,东南 南,310,34831,2000,2016.02
罗湖 黄贝岭,华裕花园,2室1厅,53,中楼层,南,245.8,46377,1996,2016.02
福田 竹子林,越海家园,3室2厅,114,低楼层,南,790,69298,2005,2016.02
龙华新区 深圳北站,锦绣江南四期,2室2厅,79,高楼层,南,344,43544,2006,2016.02
福田 华强南,京基御景华城,1室0厅,28,低楼层,东北,153,54642,2005,2016.02
龙岗 横岗,中海大山地,3室2厅,89,高楼层,南,320,35955,2009,2016.02
罗湖 翠竹,洪湖东岸,2室2厅,80,低楼层,东,360,45000,2004,2016.02
龙岗 南联,东方明珠城,3室2厅,73,中楼层,北,230,31506,2007,2016.02
龙岗 布吉,荣超花园,1室1厅,46,低楼层,西南,163.8,35608,2000,2016.02
龙岗 坪山,金众蓝钻风景,1室1厅,48,低楼层,东南,114.8,23916,2009,2016.02
龙岗 布吉,佳兆业可园一期二期三期,3室2厅,97,高楼层,西南,455,46907,2005,2016.02
罗湖 百仕达,华达园公寓,1室0厅,29,低楼层,北,105,36206,2005,2016.02
南山 科技园,深南花园,3室2厅,100,中楼层,南,450,45000,1996,2016.02
福田 福田保税区,福源花园三期,1室0厅,34,高楼层,北,177.5,52205,2000,2016.02
南山 西丽,龙辉花园,2室1厅,82,低楼层,东南,368.8,44975,1998,2016.02
福田 上下沙,金海湾花园,3室1厅,118,中楼层,西南,764,64745,未知,2016.02
龙岗 南联,锦城星苑,2室1厅,54,中楼层,南,130,24074,2006,2016.02
南山 南头,荔园大厦,3室2厅,97,低楼层,西北,423,43608,1995,2016.02
南山 南头,友邻公寓,2室1厅,41,低楼层,北,280,68292,2005,2016.02
南山 华侨城,锦绣花园(南山区),3室2厅,120,低楼层,东南,735,61250,1996,2016.02
宝安 宝安中心,卡罗社区,1室1厅,46,中楼层,西南,260,56521,2007,2016.02
罗湖 百仕达,百仕达花园一期,3室2厅,101,低楼层,南,645,63861,1997,2016.02
龙华新区 深圳北站,金地梅陇镇四期,1室1厅,43,中楼层,南,217,50465,2009,2016.02
龙岗 坂田,万科城,3室2厅,99,中楼层,南,550,55555,2004,2016.02
南山 南山中心,华联花园,1室1厅,36,中楼层,南,179,49722,1995,2016.02
罗湖 东门,明华广场,3室1厅,65,中楼层,南,244,37538,2003,2016.02
龙岗 龙岗中心,新鸿花园,2室1厅,63,中楼层,东南,219,34761,2003,2016.02
宝安 西乡,青春庭园,2室1厅,42,低楼层,东南,210,50000,2004,2016.02
宝安 桃源居,凤凰雅居,2室2厅,52,高楼层,南,256.5,49326,2009,2016.02
宝安 西乡,招商果岭花园,2室2厅,62,高楼层,西南,347,55967,2013,2016.02
福田 华强南,汇港名苑,2室1厅,52,中楼层,西南,277,53269,2002,2016.02
宝安 宝安中心,富通苑,2室2厅,79,高楼层,南,388,49113,1999,2016.02
龙岗 横岗,隆盛花园,2室2厅,72,低楼层,西北,189,26250,2001,2016.02
福田 景田,五洲星苑,2室1厅,71,高楼层,东北,450,63380,2004,2016.02
盐田 沙头角,东部翠海轩,2室1厅,65,中楼层,西北,266,40923,2007,2016.02
龙岗 坂田,万科里城,2室2厅,70,高楼层,南,396,56571,2010,2016.02
龙华新区 大浪,合能城市阳光花园,2室2厅,73,高楼层,西南,231.8,31753,2011,2016.02
宝安 新安,白金时代,2室2厅,32,高楼层,东,198,61875,1993,2016.02
龙岗 横岗,瑞泽佳园,3室2厅,90,低楼层,西北,280,31111,2011,2016.02
福田 莲花,莲花一村,3室2厅,90,中楼层,南 北,619,68777,2009,2016.02
福田 香蜜湖,香格丽苑,2室2厅,83,低楼层,东北,716,86265,2006,2016.02
宝安 宝安中心,天健时尚空间,2室1厅,47,高楼层,南,418,88936,2007,2016.02
福田 莲花,长城盛世家园二期,2室1厅,72,低楼层,西南,441.8,61361,2004,2016.02
龙岗 横岗,隆盛花园,3室2厅,72,高楼层,西南 西北,223,30972,2001,2016.02
龙岗 横岗,信义御城豪园,2室1厅,52,高楼层,西南,185,35576,2015,2016.02
罗湖 春风路,金鼎大厦,3室2厅,83,中楼层,东南,355.6,42843,2003,2016.02
龙岗 横岗,水晶之城,2室1厅,34,中楼层,东南,160,47058,2002,2016.02
宝安 新安,白金时代,2室2厅,33,低楼层,东,198,60000,1993,2016.02
龙岗 布吉,泽润华庭,1室1厅,51,中楼层,北,166,32549,2006,2016.02
龙华新区 坂田,春华四季园,2室2厅,74,中楼层,东南,308,41621,2006,2016.02
龙华新区 深圳北站,幸福枫景,3室2厅,88,中楼层,南,425,48295,2006,2016.02
龙华新区 深圳北站,世纪春城四期,3室2厅,100,中楼层,西南,470,47000,2008,2016.02
福田 福田保税区,自由港湾公寓,1室1厅,27,高楼层,北,118,43703,2006,2016.02
南山 西丽,桃源村三期,3室1厅,89,高楼层,南,508,57078,2008,2016.02
龙岗 布吉,龙珠花园(布吉),2室1厅,77,未知楼层,北,238,30909,1999,2016.02
龙华新区 民治,皓月花园,2室2厅,69,中楼层,南,295.5,42826,2004,2016.02
龙华新区 龙华中心,苹果园,1室1厅,43,中楼层,南,178,41395,2004,2016.02
福田 石厦,新新家园,2室2厅,77,中楼层,北,460,59740,2002,2016.02
福田 上下沙,红树家邻,2室2厅,55,中楼层,西南,285,51818,2000,2016.02
龙岗 龙岗中心,和煦苑,2室2厅,74,中楼层,南,217,29324,2004,2016.02
龙华新区 深圳北站,汇龙苑,3室1厅,78,高楼层,西南,318,40769,未知,2016.02
罗湖 春风路,云景豪园,1室1厅,47,中楼层,东南,215,45744,2002,2016.02
宝安 西乡,永安商业城,2室1厅,68,高楼层,东南,200,29411,1997,2016.02
南山 红树湾,百仕达红树西岸,3室2厅,154,高楼层,南,1600,103896,2005,2016.02
龙岗 布吉,丽湖花园二期,2室2厅,63,中楼层,西,191,30317,1997,2016.02
宝安 西乡,福安楼,3室2厅,95,中楼层,东南,386,40631,1998,2016.02
宝安 西乡,翠景居,1室1厅,39,中楼层,西南,143.5,36794,2003,2016.02
南山 华侨城,中旅广场,2室1厅,82,高楼层,南,515,62804,1997,2016.02
宝安 新安,新安湖花园,2室2厅,74,低楼层,东南,364,49189,1993,2016.02
福田 莲花,彩田村,3室2厅,81,中楼层,西南,580,71604,2002,2016.02
龙岗 龙岗中心,宝能悦澜山花园,4室2厅,88,低楼层,南,360,40909,2014,2016.02
宝安 新安,建安新村,3室2厅,86,中楼层,西北,390,45348,1999,2016.02
福田 华强南,桐林城市广场,1室0厅,21,低楼层,东南,125,59523,2012,2016.02
龙岗 坂田,金洲嘉丽园,2室2厅,70,中楼层,南,275,39285,2002,2016.02
龙岗 布吉,龙珠花园(布吉),3室2厅,79,高楼层,东北,235,29746,1999,2016.02
福田 华强南,京基御景华城,1室0厅,32,低楼层,东,173,54062,2005,2016.02
南山 南头,时代骄子大厦,1室1厅,49,中楼层,南,250,51020,2003,2016.02
龙岗 布吉,荣超花园,2室1厅,58,低楼层,南,200,34482,2000,2016.02
福田 百花,长城花园,5室2厅,176,中楼层,南 北,1278,72613,1989,2016.02
罗湖 洪湖,洪湖花园,3室1厅,93,低楼层,北,375,40322,1995,2016.02
南山 蛇口,鲸山觐海,3室2厅,180,低楼层,南,1300,72222,2014,2016.02
福田 华强南,南光捷佳大厦,1室1厅,44,高楼层,东北,158,35909,2002,2016.02
南山 前海,港湾丽都,4室2厅,116,低楼层,南 北,735,63362,2003,2016.02
南山 南山中心,现代城华庭,2室1厅,54,中楼层,南,305.5,56574,2004,2016.02
宝安 宝安中心,风临洲,3室2厅,101,高楼层,西南,632,62574,2006,2016.02
龙华新区 清湖,劲力城市明珠,3室2厅,100,未知楼层,东南,370,37000,2005,2016.02
宝安 西乡,碧海富通城三期,2室2厅,53,高楼层,北,338,63773,2007,2016.02
龙岗 布吉,丽湖花园二期,3室2厅,63,低楼层,西南,197,31269,1997,2016.02
福田 福田保税区,城市3米6公寓,1室0厅,18,高楼层,西,80,44444,2003,2016.02
福田 梅林,凯丰花园（逸园）二期,1室0厅,32,低楼层,北,181.8,56812,2005,2016.02
盐田 沙头角,海山道1号,2室2厅,75,未知楼层,西南,380,50666,2011,2016.02
南山 蛇口,澳城花园后海区二期,3室2厅,83,中楼层,西北,833,100361,2012,2016.02
龙华新区 深圳北站,绿景香颂,2室2厅,56,低楼层,南,292,52142,2015,2016.02
龙岗 布吉,丽湖花园二期,2室1厅,61,中楼层,南,195,31967,1997,2016.02
福田 车公庙,都市花园,3室2厅,78,高楼层,北,470,60256,1998,2016.02
南山 后海,浪琴屿花园,3室1厅,92,低楼层,东,710,77173,2001,2016.02
龙岗 布吉,怡康家园,2室1厅,42,中楼层,西北,159,37857,2005,2016.02
福田 石厦,益田村,2室1厅,61,中楼层,东南,410,67213,1996,2016.02
龙华新区 民治,皓月花园,2室2厅,66,中楼层,北,310,46969,2004,2016.02
福田 石厦,星座大厦,1室1厅,33,中楼层,西南,250,75757,2005,2016.02
罗湖 春风路,长丰苑,1室0厅,44,中楼层,北,139,31590,2000,2016.02
福田 百花,长城花园,2室1厅,88,中楼层,南,645,73295,1989,2016.02
宝安 西乡,泰华豪园,3室2厅,110,中楼层,西南,416,37818,2000,2016.02
龙岗 布吉,佳兆业可园一期二期三期,2室2厅,70,高楼层,东南,325,46428,2006,2016.02
福田 车公庙,国都高尔夫花园,2室2厅,80,低楼层,北,430,53750,1998,2016.02
龙岗 坂田,绿怡居,1室1厅,52,高楼层,北,159.5,30673,2000,2016.02
福田 景田,馨庭苑,3室2厅,120,中楼层,南,800,66666,2003,2016.02
龙岗 布吉,中城康桥花园一期,2室2厅,73,高楼层,南,255,34931,2002,2016.02
龙岗 布吉,英郡年华,4室2厅,132,中楼层,东南,487,36893,2008,2016.02
福田 皇岗,福昌大厦,2室2厅,80,低楼层,北,335,41875,2000,2016.02
龙岗 龙岗中心,公园大地,4室2厅,164,中楼层,南,720,43902,2008,2016.02
福田 莲花,天威花园,3室2厅,97,中楼层,东南,520,53608,1999,2016.02
南山 科技园,科苑学里,4室2厅,145,中楼层,南,1160.7,80048,2004,2016.02
南山 蛇口,栖游记,2室2厅,72,低楼层,西南,560,77777,2013,2016.02
福田 华强南,桐林城市广场,1室0厅,21,中楼层,西北,132,62857,2012,2016.02
宝安 宝安中心,花样年花郡(宝安),1室0厅,28,高楼层,西北,173.5,61964,2010,2016.02
龙岗 布吉,中海怡翠山庄,3室1厅,82,低楼层,南,342,41707,2002,2016.02
龙岗 布吉,德兴城花园,1室1厅,47,中楼层,南,114,24255,1999,2016.02
宝安 西乡,青春庭园,2室1厅,41,中楼层,东,185,45121,2004,2016.02
罗湖 新秀,锦上花家园,1室1厅,39,高楼层,北,189.2,48512,2003,2016.02
龙岗 布吉,荣超花园,2室2厅,71,中楼层,西南,240,33802,2000,2016.02
罗湖 东门,东门168,1室0厅,31,中楼层,东南,179,57741,2004,2016.02
福田 皇岗,皇庭世纪,2室2厅,59,高楼层,西北,370,62711,2004,2016.02
龙华新区 深圳北站,锦绣江南一二期,6室2厅,143,高楼层,南,533,37272,2003,2016.02
宝安 新安,雅然居,4室2厅,112,中楼层,东北,440,39285,2002,2016.02
龙岗 布吉,中兆花园,2室2厅,65,未知楼层,西南,232.5,35769,2001,2016.02
福田 华侨城,碧海云天二期,4室2厅,155,低楼层,西南,1213,78258,2003,2016.02
福田 新洲,荔树人家,2室1厅,52,中楼层,东南,270,51923,1999,2016.02
福田 皇岗,天泽花园,3室2厅,106,高楼层,北,502,47358,2000,2016.02
龙岗 布吉,万科红二期,3室1厅,77,高楼层,西北,388,50389,2013,2016.02
南山 前海,星海名城五期,1室1厅,40,中楼层,北,248,62000,2006,2016.02
宝安 桃源居,桃源居三区,3室2厅,98,低楼层,西北,385,39285,2003,2016.02
福田 梅林,林海山庄,4室2厅,131,中楼层,南 北,560,42748,2001,2016.02
龙华新区 大浪,海荣豪苑,3室2厅,71,低楼层,南,225,31690,2001,2016.02
南山 红树湾,百仕达红树西岸,3室2厅,181,高楼层,西南,1750,96685,2005,2016.02
福田 上下沙,花好园,1室1厅,41,中楼层,北,242,59024,2005,2016.02
龙岗 布吉,茂业城,2室1厅,53,低楼层,东南,150,28301,1995,2016.02
南山 红树湾,中信红树湾南区,4室2厅,166,中楼层,南,1642,98915,2005,2016.02
龙华新区 龙华中心,青年城邦园,3室2厅,59,中楼层,东南,292,49491,未知,2016.02
盐田 盐田港,麓港国际,4室2厅,92,高楼层,东,303,32934,2008,2016.02
南山 蛇口,栖游记,1室0厅,30,中楼层,南,220,73333,2013,2016.02
龙华新区 龙华中心,青年城邦园,1室1厅,43,低楼层,东南,200,46511,未知,2016.02
福田 华侨城,碧海云天一期,4室2厅,165,高楼层,东北,1228,74424,2003,2016.02
龙岗 布吉,佳兆业可园一期二期三期,4室2厅,90,高楼层,东南,428,47555,2005,2016.02
南山 南山中心,佳嘉豪苑,2室1厅,80,低楼层,西北,470,58750,2003,2016.02
福田 竹子林,竹园小区,1室0厅,22,高楼层,南,222.5,101136,2000,2016.02
宝安 西乡,碧海富通城五期,2室2厅,79,低楼层,东南,420,53164,2009,2016.02
龙岗 布吉,阳基新天地,2室2厅,78,高楼层,西南,219,28076,未知,2016.02
宝安 新安,文汇花园,3室2厅,83,中楼层,东,319,38433,1994,2016.02
龙岗 布吉,桂芳园二期,2室1厅,69,中楼层,南,290,42028,2002,2016.02
龙岗 坂田,万科第五园八期,3室2厅,80,中楼层,南 北,359,44875,2009,2016.02
龙华新区 龙华中心,青年城邦园,1室1厅,41,中楼层,东南,195,47560,未知,2016.02
福田 新洲,绿景中城天邑花园,2室1厅,68,低楼层,东南,500,73529,2008,2016.02
宝安 西乡,中信领航,1室0厅,38,高楼层,东南 西南,175,46052,2012,2016.02
龙岗 龙岗中心,缤纷世纪,2室1厅,43,高楼层,东南,115,26744,2010,2016.02
龙岗 布吉,康达尔花园四期,2室1厅,71,高楼层,西南,279,39295,2002,2016.02
罗湖 地王,星桂园,1室0厅,27,低楼层,东南,150,55555,2004,2016.02
龙岗 布吉,金运家园,2室2厅,67,低楼层,西北,245,36567,2003,2016.02
福田 八卦岭,城市主场,1室1厅,45,高楼层,东北,267,59333,2005,2016.02
南山 后海,南油B区,1室0厅,30,中楼层,南,164.8,54933,1993,2016.02
宝安 西乡,鸿隆广场,2室2厅,48,中楼层,西南,230,47916,2005,2016.02
龙岗 龙岗中心,风临国际东座,1室1厅,41,中楼层,东北,155,37804,1999,2016.02
龙岗 布吉,万科红三期,1室0厅,31,高楼层,西,120,38709,2012,2016.02
